index,Song,Artist,All Chords,Chords,Label,Link
1930,cry-me-a-river,diana-krall,"['Em11', 'Esus4', 'B7#9', 'Em', 'Em#5', 'Em6', 'Em7', 'Am7', 'D7', 'GM7', 'F#m7b9/C', 'B7', 'Bm7b5', 'E7', 'Em7', 'Bm7', 'C#m7b5', 'F#7b13', 'Bm', 'Bm/A', 'G#m7b5', 'G7', 'F#7', 'BM7', 'F#m9', 'B13', 'C#7b5', 'Em11', 'Esus4', 'Em11', 'Esus4', 'Em11', 'Esus4', 'Em11', 'B7#9', 'Em', 'Em#5', 'Em6', 'Em7', 'Am7', 'D7', 'GM7', 'F#m7b9/C', 'B7', 'Bm7b5', 'E7', 'Em7', 'A7', 'Am7', 'D7', 'GM7', 'F#m7b9/C', 'B7', 'Em', 'Em#5', 'Em6', 'Em7', 'Am7', 'D7', 'GM7', 'F#m7b9/C', 'B7', 'Bm7b5', 'E7', 'Em7', 'A7', 'Am7', 'D7', 'GM7', 'C#m7b5', 'F#7b13', 'Bm7', 'C#m7b5', 'F#7b13', 'Bm', 'Bm/A', 'G#m7b5', 'G7', 'F#7', 'Bm7', 'F#m7b9/C', 'F#7', 'BM7', 'F#m9', 'B13', 'Em', 'Em#5', 'Em6', 'Em7', 'Am7', 'D7', 'GM7', 'F#m7b9/C', 'B7', 'Bm7b5', 'E7', 'Em7', 'A7', 'Am7', 'D7', 'G7', 'C#7b5', 'C7', 'Am7', 'D7', 'G7', 'C#7b5', 'C7', 'Am7', 'D7', 'G7', 'C#7b5', 'C7', 'Am7', 'D7', 'G7', 'C#7b5', 'C7', 'Am7', 'D7', 'G7', 'C#7b5', 'C7', 'Am7', 'D7', 'G7', 'C#7b5', 'C7', 'Am7', 'D7', 'G7', 'C#7b5', 'C7', 'Am7', 'D7', 'G7', 'C#7b5']","D7,BM7,F#7b13,C#7b5,Bm,C7,F#m9,B7,B13,Am7,Em6,GM7,Em11,F#m7b9/C,Em#5,Bm/A,G7,E7,A7,Em,Bm7,C#m7b5,F#7,Em7,Esus4,Bm7b5,B7#9,G#m7b5",advanced,https://tabs.ultimate-guitar.com/tab/diana-krall/cry-me-a-river-chords-2981816
1931,1,spandau-ballet,"['Cadd9', 'Em7', 'Bm7', 'Fadd9', 'Eb', 'D/F#', 'C/B', 'Am7', 'G', 'Emadd9', 'Em', 'G', 'Em7', 'Cadd9', 'Bm7', 'C', 'Fadd9', 'G', 'Bm7', 'C', 'Eb', 'G', 'Bm7', 'C', 'Em', 'C', 'G', 'D/F#', 'C', 'G', 'C', 'C/B', 'G', 'C', 'C/B', 'G', 'C', 'C/B', 'Fadd9', 'G', 'Em7', 'Cadd9', 'Bm7', 'G', 'Em7', 'Cadd9', 'Bm7', 'C', 'Fadd9', 'G', 'Bm7', 'C', 'Eb', 'G', 'Bm7', 'C', 'Em', 'C', 'G', 'D/F#', 'C', 'G', 'C', 'C/B', 'G', 'C', 'C/B', 'G', 'C', 'C/B', 'Fadd9', 'G', 'Em7', 'Cadd9', 'Bm7', 'G', 'Em7', 'Cadd9', 'Bm7', 'C', 'Fadd9', 'Eb', 'Ab', 'G', 'G6', 'C', 'C/B', 'G', 'C', 'G', 'Am7', 'G', 'C', 'C/B', 'G', 'C', 'C/B', 'Fadd9', 'G', 'Em7', 'Cadd9', 'Bm7', 'G', 'Em7', 'Cadd9', 'Bm7', 'C', 'Emadd9', 'Em', 'C', 'Emadd9', 'Em', 'C', 'Fadd9', 'G', 'Em7', 'Cadd9']","Bm7,Em,Cadd9,Emadd9,C,Am7,C/B,G,Em7,Eb,Fadd9,Ab,G6,D/F#",intermediate,https://tabs.ultimate-guitar.com/tab/spandau-ballet/true-chords-1163064
1932,wonderful-life,black-uk,"['Asus2', 'Am', 'Am', 'G/B', 'Cmaj7', 'C', 'G6/B', 'Am', 'G/B', 'C', 'Am', 'G/B', 'C', 'G6/B', 'Am', 'G/B', 'C', 'Am', 'G/B', 'C', 'Dm', 'Am', 'G/B', 'C', 'Dm', 'Am', 'C', 'Am', 'Dm', 'G', 'Am', 'C', 'Am', 'Dm', 'G', 'Am', 'G/B', 'Cmaj7', 'C', 'G6/B', 'Am', 'G/B', 'C', 'Am', 'G/B', 'Cmaj7', 'C', 'G6/B', 'Am', 'G/B', 'C', 'Am', 'G/B', 'C', 'Dm', 'Am', 'G/B', 'C', 'Dm', 'Am', 'C', 'Am', 'Dm', 'G', 'Am', 'C', 'Am', 'Dm', 'G', 'Am', 'G/B', 'Cmaj7', 'C', 'G6/B', 'Am', 'G/B', 'C', 'Am', 'G/B', 'C', 'Dm', 'Am', 'G/B', 'C', 'Dm', 'Am', 'C', 'Am', 'Dm', 'G', 'Am', 'C', 'Am', 'Dm', 'G', 'Am', 'C', 'Am', 'Dm', 'G', 'Am', 'C', 'Am', 'Dm', 'G', 'Am', 'Dm', 'G']","C,Cmaj7,Am,Asus2,G6/B,Dm,G/B,G",advanced,https://tabs.ultimate-guitar.com/tab/black-uk/wonderful-life-chords-1446477
1933,in-color,jamey-johnson,"['G', 'F', 'C', 'G', 'G', 'F', 'C', 'G', 'G', 'F', 'C', 'G', 'G', 'F', 'C', 'C', 'G', 'G', 'F', 'C', 'G', 'G', 'F', 'C', 'G', 'G', 'F', 'C', 'C', 'G', 'G', 'F', 'C', 'C', 'G', 'G', 'F', 'C', 'G', 'G', 'G', 'F', 'C', 'G', 'G', 'F', 'C', 'G', 'Em', 'D/F#', 'C', 'Em', 'D/F#', 'C', 'D', 'G', 'F', 'C', 'C', 'G', 'G', 'C', 'G', 'G', 'F', 'C', 'G', 'G', 'F', 'C']","Em,C,D/F#,D,G,F",novice,https://tabs.ultimate-guitar.com/tab/jamey-johnson/in-color-chords-704003
1934,betty,taylor-swift,"['C', 'C/B', 'Am', 'Gsus2', 'F', 'F', 'Gsus2', 'Gsus2', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'F', 'Gsus2', 'Gsus2', 'C', 'C/B', 'Am', 'Gsus2', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'Gsus2', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'Gsus2', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'F', 'Gsus2', 'Gsus2', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'Gsus2', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'G', 'C', 'C/B', 'Am', 'G', 'F', 'Am', 'G', 'C', 'C/B', 'Am', 'G', 'F', 'Am', 'G', 'C', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'F', 'Gsus2', 'Gsus2', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'F', 'Gsus2', 'Gsus2', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'Gsus2', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'Gsus2', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'F', 'Gsus2', 'Gsus2', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'Gsus2', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'G', 'C', 'C/B', 'Am', 'G', 'F', 'Am', 'G', 'C', 'C/B', 'Am', 'G', 'F', 'Am', 'G', 'C', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'F', 'Gsus2', 'Gsus2', 'Am', 'G', 'F', 'G', 'Am', 'G', 'F', 'G', 'C', 'C/B', 'Am', 'G', 'F', 'F', 'G', 'Am', 'G', 'F', 'Fm', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'F', 'Gsus2', 'Gsus2', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'F', 'Gsus2', 'Gsus2', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'Gsus2', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'Gsus2', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'G', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'Gsus2', 'C', 'C/B', 'Am', 'Gsus2', 'F', 'Gsus2', 'F', 'F', 'Gsus2', 'Gsus2', 'D', 'D/F#', 'Bm', 'A', 'G', 'D/F#', 'Em', 'A', 'D', 'D/F#', 'Bm', 'A', 'G', 'D/F#', 'Em', 'A', 'D', 'A', 'G', 'Gsus2', 'D', 'A', 'G', 'Gsus2', 'D', 'A', 'G', 'G', 'D', 'D/F#']","Em,A,C,Am,C/B,Fm,Gsus2,Bm,D/F#,D,G,F",intermediate,https://tabs.ultimate-guitar.com/tab/taylor-swift/betty-chords-3270797
1935,stay-away,nirvana,"['D', 'E', 'B', 'F', 'A', 'C', 'A', 'B', 'C', 'D', 'E', 'B', 'F', 'A', 'C', 'A', 'B', 'C', 'D5', 'B5', 'F5', 'C5', 'A', 'C', 'C#', 'D5', 'B5', 'F5', 'C5', 'A', 'C', 'C#', 'D', 'B', 'F', 'C', 'D', 'B', 'F', 'C', 'D', 'B', 'F', 'C', 'D', 'B', 'F', 'C', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'D', 'B', 'F', 'C', 'D', 'B', 'F', 'C', 'D', 'B', 'F', 'C', 'D', 'B', 'F', 'C', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'D5', 'F#5', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'D', 'B', 'F', 'C', 'D', 'B', 'F', 'C', 'D', 'B', 'F', 'C', 'D', 'B', 'F', 'C', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'D5', 'F#5', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'D', 'E', 'B', 'F', 'A', 'C', 'A', 'B', 'C', 'D', 'E', 'B', 'F', 'A', 'C', 'A', 'B', 'C', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'C5', 'D5', 'B5', 'F5', 'C5']","A,C,B5,E,B,F#5,C5,D5,F5,D,C#,F",advanced,https://tabs.ultimate-guitar.com/tab/nirvana/stay-away-chords-1860850
1936,give-me-love,ed-sheeran,"['Am', 'F', 'C', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Dm', 'F', 'C', 'G', 'Dm', 'F', 'C', 'Dm', 'F', 'C', 'Dm', 'F', 'C', 'Dm', 'F', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Dm', 'F', 'C', 'G', 'Dm', 'F', 'C', 'Dm', 'F', 'C', 'Dm', 'F', 'C', 'Dm', 'F', 'Am', 'F', 'C', 'C', 'Dm', 'F', 'C', 'Dm', 'F', 'C', 'Dm', 'F', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F']","C,Am,Dm,G,F",intermediate,https://tabs.ultimate-guitar.com/tab/ed-sheeran/give-me-love-chords-1162007
1937,gaucho,steely-dan,"['C/F', 'F', 'Bb/F', 'F', 'Bbmaj7', 'Am7', 'Gm7', 'C7', 'Bb', 'F/A', 'F', 'Dm', 'C', 'F', 'Bb/F', 'Bbmaj7', 'Am7', 'Bb', 'C', 'Gm', 'Bb', 'Dm7', 'Dm7/G', 'Gm7', 'F/Bb', 'F', 'C/Bb', 'Am7', 'Bb', 'Bb/C', 'Bb', 'F', 'Dm7', 'Am7', 'Gm7', 'Dm', 'C', 'Bb', 'F/A', 'F', 'Gm', 'Dm', 'C', 'F', 'Bb', 'Bbmaj7', 'Am', 'G', 'Bb/C', 'F', 'Fsus4', 'F', 'Bbmaj7', 'Am', 'Bb', 'C', 'Gm/Bb', 'F', 'Bbmaj7', 'Am7', 'Bb', 'C', 'Gm/Bb', 'F', 'Bbmaj7', 'Eb6/9', 'Fmaj7', 'Ab/Bb', 'Dm7', 'Fmaj7', 'Am7', 'Dm7', 'Am7', 'Gm7', 'F', 'C', 'Bb', 'Am', 'Bb', 'Dm', 'C/F', 'F', 'Bb/F', 'F', 'Bbmaj7', 'Am7', 'Gm7', 'C7', 'Bb', 'F/A', 'F', 'Dm', 'C', 'F', 'Bb/F', 'Bbmaj7', 'Am7', 'Bb', 'C', 'Gm', 'Bb', 'Dm7', 'Dm7/G', 'Gm7', 'F/Bb', 'F', 'C/Bb', 'Am7', 'Bb', 'Bb/C', 'Bb', 'F', 'Dm7', 'Am7', 'Gm7', 'Dm', 'C', 'Bb', 'F/A', 'F', 'Gm', 'Dm', 'C', 'F', 'Bb', 'Bbmaj7', 'Am', 'G', 'Bb/C', 'F', 'Fsus4', 'F', 'Bbmaj7', 'Am', 'Bb', 'C', 'Gm/Bb', 'F', 'Bbmaj7', 'Am7', 'Gm/Bb', 'F', 'Bbmaj7', 'Eb6/9', 'Fmaj7', 'Ab/Bb', 'Dm7', 'Fmaj7', 'Am7', 'Dm7', 'Am7', 'Gm7', 'F', 'C', 'Bb', 'Am', 'Bb']","C,Dm,Ab/Bb,Bb,Fmaj7,Dm7/G,G,C7,Gm,Am7,Am,Bbmaj7,Dm7,C/Bb,Fsus4,F/A,C/F,Gm/Bb,Bb/C,Eb6/9,F,Gm7,Bb/F,F/Bb",advanced,https://tabs.ultimate-guitar.com/tab/steely-dan/gaucho-chords-1514287
1938,waiting-for-a-girl-like-you,foreigner,"['Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Em', 'D', 'Em', 'D', 'Em', 'D', 'Em', 'D', 'E', 'Fmaj7', 'G', 'Fmaj7', 'G', 'Fmaj7', 'G', 'Fmaj7', 'G', 'Dm', 'Bb', 'Dm', 'Dm', 'Bb', 'Gm', 'Dm', 'Bb', 'Dm', 'Dm', 'Bb', 'Gm', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Am', 'G', 'Em', 'D', 'Em', 'D', 'E7', 'Fmaj7', 'G', 'Fmaj7', 'G', 'Fmaj7', 'G', 'Fmaj7', 'G', 'Dm', 'Bb', 'Dm', 'Dm', 'Bb', 'Gm', 'Dm', 'Bb', 'Dm', 'Dm', 'Bb']","Em,Gm,Am,Dm,E,Bb,Fmaj7,D,G,E7",intermediate,https://tabs.ultimate-guitar.com/tab/foreigner/waiting-for-a-girl-like-you-chords-1055519
1939,see-a-victory,elevation-worship,"['Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'Em', 'D', 'G/B', 'C', 'Em', 'D', 'C', 'D', 'G/B', 'C', 'Em', 'D', 'C', 'D', 'G/B', 'C', 'Em', 'D', 'C', 'D', 'G/B', 'C', 'Em', 'D', 'C', 'D', 'G/B', 'C', 'Em', 'D', 'C', 'D', 'G/B', 'C', 'Em', 'D', 'C', 'D', 'G/B', 'C', 'Em', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'D', 'Em', 'C', 'Em', 'D', 'C', 'D', 'Em', 'C', 'Em', 'D', 'C', 'D', 'Em', 'C', 'Em', 'D']","Em,C,G/B,D,G",novice,https://tabs.ultimate-guitar.com/tab/elevation-worship/see-a-victory-chords-2790217
1940,ah-le-petit-vin-blanc,roberte-marna,"['E', 'F#m', 'B', 'E', 'E', 'B', 'E', 'B', 'E', 'F#m', 'B', 'F#m', 'B', 'E', 'A', 'C#', 'F#m', 'B', 'B', 'F#m', 'B', 'E', 'C#', 'F#m', 'F#m', 'B', 'A', 'B', 'E', 'A', 'F#m', 'C#m', 'E', 'F#m', 'B', 'E', 'E', 'F#m', 'B', 'F#m', 'B', 'E', 'A', 'C#m', 'F#m', 'B', 'B', 'F#m', 'B', 'E', 'C#', 'F#m', 'F#m', 'B', 'A', 'B', 'E', 'A', 'F#m', 'C#m', 'E', 'F#m', 'B', 'E', 'E', 'B', 'E', 'B', 'E', 'F#m', 'B', 'F#m', 'B', 'E', 'A', 'C#', 'F#m', 'B', 'B', 'F#m', 'B', 'A', 'E', 'B', 'E', 'E', 'E', 'F#m', 'F#m', 'B', 'E', 'C']","A,C,F#m,E,B,C#m,C#",advanced,https://tabs.ultimate-guitar.com/tab/roberte-marna/ah-le-petit-vin-blanc-chords-3087035
1941,adventure-time-everything-stays,misc-cartoons,"['G', 'Cmaj7', 'G', 'Cmaj7', 'G', 'Cmaj7', 'G', 'B7', 'Em', 'C7', 'G', 'D', 'G', 'Cmaj7', 'G', 'B7', 'Em', 'C7', 'G', 'D', 'Am', 'Am', 'Em', 'Em', 'D', 'B7', 'Em', 'G7', 'Cmaj7', 'C7', 'G', 'G', 'D', 'B7', 'Em', 'Cmaj7', 'G', 'Cmaj7', 'G', 'Cmaj7', 'G', 'B7', 'Em', 'C7', 'G', 'D', 'G', 'Cmaj7', 'G', 'B7', 'Em', 'C7', 'G', 'D', 'Am', 'Am', 'Em', 'Em', 'D', 'B7', 'Em', 'G7', 'Cmaj7', 'C7', 'G', 'G', 'D', 'B7']","Em,B7,C7,Cmaj7,Am,G7,D,G",intermediate,https://tabs.ultimate-guitar.com/tab/misc-cartoons/adventure-time-everything-stays-chords-1786841
1942,beginners-luck,king-gizzard-the-lizard-wizard,"['G', 'Cm7', 'Em7', 'Ebdim', 'Em7', 'F#m7-5', 'Cm7', 'G', 'Fdim7', 'Am7', 'B7', 'C#m7-5', 'Em7', 'A7', 'Cm7', 'G', 'Em', 'A7', 'Cm7', 'F7', 'D7', 'B7', 'Em', 'A7', 'Em', 'D', 'Em', 'A7', 'Em', 'D', 'G', 'Cm7', 'Em7', 'Ebdim', 'Em7', 'F#m7-5', 'Cm7', 'G', 'Fdim7', 'Am7', 'B7', 'C#m7-5', 'Em7', 'A7', 'Cm7', 'G', 'Em', 'A7', 'Cm7', 'F7', 'D7', 'B7', 'Em', 'A7', 'Em', 'D', 'Em', 'A7', 'Em', 'D', 'G', 'Cm7', 'Em7', 'Ebdim', 'Em7', 'F#m7-5', 'Cm7', 'G', 'Fdim7', 'Am7', 'B7', 'C#m7-5', 'Dm7', 'A7', 'Cm7', 'G', 'Em', 'A7', 'Cm7', 'F7', 'D7', 'B7', 'Em', 'A7', 'Em', 'D', 'Em', 'A7', 'Em', 'D', 'Em', 'A7', 'Em', 'D', 'Em', 'A7', 'Em', 'D', 'Em', 'A7', 'Em', 'D', 'Em', 'A7', 'Em', 'D', 'Em', 'Em', 'A7', 'Em', 'D', 'Em', 'A7', 'Em', 'D', 'Em', 'A7', 'Em', 'D', 'Em', 'A7', 'Em', 'D', 'Em', 'Em', 'A7', 'Em', 'D']","F#m7-5,Em,F7,Dm7,B7,Fdim7,Am7,D7,Em7,C#m7-5,Cm7,Ebdim,D,G,A7",advanced,https://tabs.ultimate-guitar.com/tab/king-gizzard-the-lizard-wizard/beginners-luck-chords-2289439
1943,still-crazy-after-all-these-years,paul-simon,"['D', 'D/F#', 'D7/F#', 'G', 'C9', 'C#m7-5', 'F#7+5', 'F#7', 'Bm7', 'Bbm7', 'Am7', 'D9', 'G#dim', 'D/A', 'A', 'Bdim', 'Abdim', 'A7', 'Gm6', 'A7add13', 'A7/Bb', 'Emaj7', 'Bmaj7', 'Ebm7', 'Ab13', 'Ab7', 'Dbmaj7', 'F#', 'Em', 'E', 'A/E', 'E/Ab', 'D/A', 'F#7', 'B7', 'E/B', 'Cdim', 'C#m7', 'C#m7/B', 'Bbdim', 'B6', 'Bb6/B', 'B11', 'D', 'D/F#', 'D7/F#', 'G', 'C9', 'D', 'C#m7-5', 'F#7+5', 'F#7', 'Bm7', 'Bbm7', 'Am7', 'D9', 'G', 'G#dim', 'D/A', 'A', 'Bm7', 'Bdim', 'Abdim', 'D/A', 'A7', 'Gm6', 'A7add13', 'A7', 'D', 'G', 'D', 'D/F#', 'G', 'C9', 'D', 'C#m7-5', 'F#7+5', 'F#7', 'Bm7', 'Bbm7', 'Am7', 'D9', 'G', 'G#dim', 'D', 'D/F#', 'G', 'A', 'A7/Bb', 'Bm7', 'Bdim', 'Abdim', 'D/A', 'A7', 'D9', 'D', 'G/D', 'D', 'Emaj7', 'Bmaj7', 'F#7+5', 'Ebm7', 'Ab13', 'Ab7', 'Dbmaj7', 'Bm7', 'F#', 'G', 'F#', 'G', 'D', 'D/F#', 'G', 'F#', 'G', 'F#', 'G', 'F#', 'Em', 'E', 'A/E', 'E', 'A/E', 'E', 'A/E', 'E', 'A/E', 'E', 'D/F#', 'E/Ab', 'A', 'D/A', 'A', 'E', 'D/F#', 'E/Ab', 'D/A', 'D', 'D7/F#', 'G', 'C9', 'D', 'C#m7-5', 'F#7+5', 'F#7', 'B7', 'E', 'E7/Ab', 'A', 'A7/Bb', 'E/B', 'B7', 'Cdim', 'C#m7', 'C#m7/B', 'Bbdim', 'E/B', 'A', 'E', 'A', 'D/A', 'A', 'E/B', 'B6', 'Bb6/B', 'B11', 'E', 'A/E', 'E']","F#,Bbm7,E7/Ab,C#m7/B,D,G,Abdim,F#7+5,E/Ab,Dbmaj7,B7,G#dim,Am7,Gm6,C9,D/A,Bbdim,Ebm7,Emaj7,E/B,B6,D9,A,B11,C#m7,G/D,Bdim,Cdim,A7add13,A/E,Ab7,A7,Bm7,Em,A7/Bb,Ab13,F#7,D7/F#,C#m7-5,E,Bb6/B,Bmaj7,D/F#",advanced,https://tabs.ultimate-guitar.com/tab/paul-simon/still-crazy-after-all-these-years-chords-1760361
1944,le-blues-du-businessman,michel-berger,"['Em', 'A9', 'D', 'G', 'C', 'Bsus4', 'B7', 'Em', 'A7', 'D', 'G', 'C', 'Bsus4', 'B7', 'Em', 'A7', 'D', 'G', 'C', 'Bsus4', 'B7', 'Am', 'D', 'G', 'C/E', 'F', 'Esus4', 'E7', 'Em', 'Am', 'Em', 'A9', 'D', 'Gmaj7', 'C/E', 'Bsus4/F#', 'B', 'Em', 'A7', 'D', 'G', 'C/E', 'Bsus4', 'B7', 'Em', 'Am', 'Em', 'A9', 'D', 'D', 'Dmaj7', 'Gmaj7', 'F#sus4', 'F#', 'Em', 'Em7', 'A', 'A7/G', 'D', 'Dmaj7', 'A', 'A7/G', 'A6/F#', 'A/E', 'D', 'Dmaj7', 'Gmaj7', 'F#sus4', 'F#', 'Em', 'Em7', 'A', 'A7/G', 'D', 'Dmaj7', 'Gmaj7', 'F#sus4', 'F#', 'A', 'A7/G', 'A6/F#', 'A/E', 'D', 'Dmaj7', 'Gmaj7', 'F#sus4', 'F#', 'Em', 'Em7', 'A', 'A7/G', 'D', 'Dmaj7', 'Gmaj7', 'F#sus4', 'F#', 'A', 'A7/G', 'A6/F#', 'A/E', 'D', 'Dmaj7', 'Gmaj7', 'F#sus4', 'F#', 'Em', 'Em7', 'A', 'A7/G', 'D', 'Dmaj7', 'Gmaj7', 'F#sus4', 'F#', 'A', 'A7/G', 'A6/F#', 'A/E', 'D', 'Dmaj7', 'Gmaj7', 'F#sus4', 'F#', 'Em', 'Em7', 'A', 'D', 'Dmaj7', 'Gmaj7']","C,F#,Bsus4,D,G,B7,Am,A7/G,A,F#sus4,A/E,B,Dmaj7,A6/F#,E7,A7,Em,Bsus4/F#,Gmaj7,Em7,Esus4,A9,C/E,F",advanced,https://tabs.ultimate-guitar.com/tab/michel-berger/le-blues-du-businessman-chords-1721050
1945,i-stay-away,alice-in-chains,"['G', 'G', 'Cadd9', 'Bb', 'D#', 'Dsus', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'F', 'E', 'D#', 'D', 'D', 'F', 'E', 'D#', 'D', 'D', 'F', 'E', 'D#', 'D', 'D', 'F', 'E', 'D#', 'D', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'F', 'E', 'D#', 'D', 'D', 'F', 'E', 'D#', 'D', 'D', 'F', 'E', 'D#', 'D', 'D', 'F', 'E', 'D#', 'D', 'D', 'Dsus', 'F', 'Bb', 'C', 'D', 'D', 'Dsus', 'F', 'Bb', 'C', 'D', 'D', 'Dsus', 'F', 'Bb', 'C', 'D', 'D', 'Dsus', 'F', 'Bb', 'C']","Cadd9,C,Dsus,E,Bb,D#,D,G,F",intermediate,https://tabs.ultimate-guitar.com/tab/alice-in-chains/i-stay-away-chords-1182262
1946,dont-cry-out-loud,melissa-manchester,"['Am', 'A7', 'Am7', 'Am/G', 'Am/G#', 'A7sus4', 'Bm', 'C', 'C/G', 'D', 'D/F#', 'Em', 'G', 'Bbm', 'Bbm/A', 'Db/G', 'Db/Ab', 'Eb', 'Eb/G', 'Ebaug', 'Fm', 'Abm/A', 'Abm/G', 'Ab', 'Ab/G', 'C/G', 'G', 'G', 'Bm', 'C', 'D', 'D/F#', 'G', 'D/F#', 'G', 'Bm', 'C', 'D', 'D/F#', 'G', 'D/F#', 'Em', 'D/F#', 'Am', 'D', 'G', 'D/F#', 'Em', 'Am', 'Am/G#', 'C/G', 'D', 'G', 'D/F#', 'Em', 'Am', 'Am/G#', 'C/G', 'D', 'Em', 'D', 'G', 'Bm', 'C', 'D', 'D/F#', 'G', 'D/F#', 'G', 'Bm', 'C', 'D', 'D/F#', 'G', 'D/F#', 'Em', 'D/F#', 'A7sus4', 'A7', 'Am7', 'D', 'G', 'D/F#', 'Em', 'Am', 'Am/G#', 'C/G', 'D', 'G', 'D/F#', 'Em', 'Am', 'Am/G#', 'C/G', 'D', 'Em', 'D', 'Em', 'Ebaug', 'Eb', 'Ab', 'Eb/G', 'Fm', 'Bbm', 'Bbm/A', 'Db/Ab', 'Eb', 'Ab', 'Ab/G', 'Fm', 'Bbm', 'Abm/A', 'Db/G', 'Eb', 'Ab', 'Eb/G', 'Fm', 'Bbm', 'Bbm/A', 'Db/Ab', 'Eb', 'Ab', 'Eb/G', 'Fm', 'Bbm', 'Bbm/A', 'Db/G', 'Eb', 'Ab', 'Ab', 'Eb/G', 'Fm', 'Bbm', 'Bbm/A', 'Db/Ab']","Abm/A,C,A7sus4,Ebaug,D,Bm,G,Am/G#,Am7,Am,Eb,C/G,Bbm,Db/G,Bbm/A,Ab/G,Fm,Ab,Abm/G,A7,Em,Am/G,Db/Ab,Eb/G,D/F#",advanced,https://tabs.ultimate-guitar.com/tab/melissa-manchester/dont-cry-out-loud-chords-1734994
